1  244.5926   77.8580   77.3406    0.0000    0.0000    0.0000  237.1399   78.3017    0.0000    0.0000    0.0000  233.0262    0.0000    0.0000    0.0000   77.8202    0.0000    0.0000   79.4556   -0.0000   79.2822 3355.000
2  237.1399   77.8580   78.3017    0.0000    0.0000    0.0000  244.5926   77.3406    0.0000    0.0000   -0.0000  233.0262    0.0000    0.0000    0.0000   79.4556   -0.0000   -0.0000   77.8202    0.0000   79.2822 3355.000
